-96.6613000,39.1508000,-96.5266000,39.2224000
121744332,121744335,0.041
121744332,121744327,0.064
121744327,1676523829,0.016
121744327,1676523793,0.008
121744327,121744332,0.064
121744335,121744338,0.019
121744335,121744332,0.041
121744338,121848076,0.022
121744338,121936119,0.020
121744338,121848092,0.036
121744338,121744340,0.109
121744338,121744335,0.019
121744340,121744342,0.012
121744340,121744338,0.109
121744342,121874237,0.088
121744342,121744344,0.026
121744342,121744340,0.012
121744344,121874241,0.089
121744344,121744347,0.009
121744344,121744342,0.026
121744347,121759668,0.009
121744347,121759667,0.048
121744347,121744349,0.024
121744347,121744344,0.009
121744349,121784495,0.069
121744349,121744352,0.025
121744349,121744347,0.024
121744352,121744354,0.042
121744352,121744349,0.025
121744354,121784492,0.068
121744354,121744356,0.012
121744354,121744352,0.042
121744356,121744358,0.028
121744356,121744354,0.012
121744358,121744360,0.007
121744358,121744356,0.028
121744360,121759648,0.022
121744360,121759647,0.056
121744360,121744361,0.008
121744360,121744358,0.007
121744361,121744363,0.024
121744361,121744360,0.008
121744363,121744365,0.048
121744363,121744361,0.024
121744365,121744367,0.044
121744365,2377916458,0.005
121744365,121744363,0.048
2309921056,2309921053,0.045
2309921056,2309921048,0.014
2309921056,121749624,0.016
121749624,121749636,0.045
121749624,1796320166,0.006
121749624,2309921056,0.016
2309921048,2309921035,0.027
2309921048,2309921066,0.012
2309921048,2309921056,0.014
2309921066,2309921062,0.028
2309921066,2309921058,0.013
2309921066,2309921048,0.012
2309921058,2309921067,0.028
2309921058,121749625,0.009
2309921058,2309921066,0.013
121749625,2309921032,0.008
121749625,121749684,0.017
121749625,2309921058,0.009
121749645,2309921034,0.013
121749645,121749643,0.031
121749643,2377916457,0.049
121749643,2309921050,0.015
121749643,121749645,0.031
2309921034,2309921050,0.039
2309921034,121749649,0.002
2309921034,121749645,0.013
121749649,1796320166,0.006
121749649,2309921034,0.002
1796320166,121749624,0.006
1796320166,121749649,0.006
121749636,2309921053,0.016
121749636,121749652,0.011
121749636,121749624,0.045
121749652,121780920,0.017
121749652,121769487,0.023
121749652,121749636,0.011
2377916456,121749682,0.042
2377916456,121744368,0.005
121744368,121744370,0.016
121744368,1727291144,0.043
121744368,2377916456,0.005
121749682,2309921061,0.039
121749682,121749684,0.043
121749682,2377916456,0.042
121749684,2309921061,0.043
